esrb_game_id,title,esrb,developer,publisher,release_date,source
318,Under Night In-Birth Exe:Late[cl-r],T,,,,kaggle:imohtn/video-games-rating-by-esrb
319,Biped,E,,,,kaggle:imohtn/video-games-rating-by-esrb
320,ROBOTICS;NOTES ELITE,T,,,,kaggle:imohtn/video-games-rating-by-esrb
321,Fishing Sim World: Pro Tour Collector's Edition,E,,,,kaggle:imohtn/video-games-rating-by-esrb
322,Fast & Furious: Crossroads,T,,,,kaggle:imohtn/video-games-rating-by-esrb
323,Cooking Mama: Cookstar,E,,,,kaggle:imohtn/video-games-rating-by-esrb
324,The Wonderful 101: Remastered,T,,,,kaggle:imohtn/video-games-rating-by-esrb
325,MotoGP20,E,,,,kaggle:imohtn/video-games-rating-by-esrb
326,Bayonetta,M,,,,kaggle:imohtn/video-games-rating-by-esrb
327,Vanquish,M,,,,kaggle:imohtn/video-games-rating-by-esrb
328,MLB The Show 20,E,,,,kaggle:imohtn/video-games-rating-by-esrb
329,Resident Evil 3,M,,,,kaggle:imohtn/video-games-rating-by-esrb
330,-Klaus-,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
331,Sephirothic Stories,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
332,Tamashii,M,,,,kaggle:imohtn/video-games-rating-by-esrb
333,Darksiders Genesis,T,,,,kaggle:imohtn/video-games-rating-by-esrb
334,Ikaruga,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
335,Real Heroes: Firefighter,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
336,Mega Party: A Tootuff Adventure,T,,,,kaggle:imohtn/video-games-rating-by-esrb
337,Apex Legends - Octane Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
338,Marvel's Iron Man VR,T,,,,kaggle:imohtn/video-games-rating-by-esrb
339,"Ys: Memories of Celceta ""Timeless Adventurer Edition""",T,,,,kaggle:imohtn/video-games-rating-by-esrb
340,GALAK-Z: The Void,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
341,Yakuza 5,M,,,,kaggle:imohtn/video-games-rating-by-esrb
342,Daymare: 1998,M,,,,kaggle:imohtn/video-games-rating-by-esrb
343,Sakura Wars,T,,,,kaggle:imohtn/video-games-rating-by-esrb
344,House Flipper,E,,,,kaggle:imohtn/video-games-rating-by-esrb
345,Nioh 2,M,,,,kaggle:imohtn/video-games-rating-by-esrb
346,ROMANCE OF THE THREE KINGDOMS XIV,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
347,ADK DAMASHII,T,,,,kaggle:imohtn/video-games-rating-by-esrb
348,Arc of Alchemist,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
349,Outer Wilds,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
350,Doug Flutie's Maximum Football 2019,E,,,,kaggle:imohtn/video-games-rating-by-esrb
351,The Sims™ 4 Tiny Living,T,,,,kaggle:imohtn/video-games-rating-by-esrb
352,Ys: Memories of Celceta,T,,,,kaggle:imohtn/video-games-rating-by-esrb
353,"Warhammer 40,000: Mechanicus",T,,,,kaggle:imohtn/video-games-rating-by-esrb
354,Arcade Spirits,T,,,,kaggle:imohtn/video-games-rating-by-esrb
355,Dreams,T,,,,kaggle:imohtn/video-games-rating-by-esrb
356,Gigantosaurus The Game ,E,,,,kaggle:imohtn/video-games-rating-by-esrb
357,Fallout 76 Wastelanders,M,,,,kaggle:imohtn/video-games-rating-by-esrb
358,FAIRY TAIL,T,,,,kaggle:imohtn/video-games-rating-by-esrb
359,Fortnite: Darkfire Bundle,T,,,,kaggle:imohtn/video-games-rating-by-esrb
360,Fu'un Super Combo,T,,,,kaggle:imohtn/video-games-rating-by-esrb
361,7 Days to Die,M,,,,kaggle:imohtn/video-games-rating-by-esrb
362,Crypt of the NecroDancer,T,,,,kaggle:imohtn/video-games-rating-by-esrb
363,SuperEpic: The Entertainment War,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
364,1001 Spikes,T,,,,kaggle:imohtn/video-games-rating-by-esrb
365,VA-11 HALL-A: Cyberpunk Bartender Action,M,,,,kaggle:imohtn/video-games-rating-by-esrb
366,One Piece: Pirate Warriors 4 ,T,,,,kaggle:imohtn/video-games-rating-by-esrb
367,ONE PUNCH MAN: A HERO NOBODY KNOWS,T,,,,kaggle:imohtn/video-games-rating-by-esrb
368,FINAL FANTASY VII Remake,T,,,,kaggle:imohtn/video-games-rating-by-esrb
369,Five Nights at Freddy's: Help Wanted,T,,,,kaggle:imohtn/video-games-rating-by-esrb
370,Street Fighter V: Champion Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
371,Dynasty Warriors 9 Special Scenario Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
372,Dynasty Warriors 9 Special Weapon Edition ,T,,,,kaggle:imohtn/video-games-rating-by-esrb
373,Langrisser I & II,T,,,,kaggle:imohtn/video-games-rating-by-esrb
374,Life is Strange 2 Complete Season,M,,,,kaggle:imohtn/video-games-rating-by-esrb
375,Remnant: From the Ashes,M,,,,kaggle:imohtn/video-games-rating-by-esrb
376,DOOM Slayers Collection,M,,,,kaggle:imohtn/video-games-rating-by-esrb
377,Azur Lane: Crosswave,T,,,,kaggle:imohtn/video-games-rating-by-esrb
378,Desperados III,M,,,,kaggle:imohtn/video-games-rating-by-esrb
379,Monster Energy Supercross - The Official Videogame 3,E,,,,kaggle:imohtn/video-games-rating-by-esrb
380,MY HERO ONE'S JUSTICE 2,T,,,,kaggle:imohtn/video-games-rating-by-esrb
381,Ancestors: The Humankind Odyssey,T,,,,kaggle:imohtn/video-games-rating-by-esrb
382,AVICII Invector,T,,,,kaggle:imohtn/video-games-rating-by-esrb
383,Super Blood Hockey,M,,,,kaggle:imohtn/video-games-rating-by-esrb
384,Granblue Fantasy: Versus,T,,,,kaggle:imohtn/video-games-rating-by-esrb
385,Need for Speed HEAT,T,,,,kaggle:imohtn/video-games-rating-by-esrb
386,Journey to the Savage Planet,T,,,,kaggle:imohtn/video-games-rating-by-esrb
387,LA-MULANA 1 & 2 Hidden Treasures Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
388,Polybius,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
389,Trials of Mana,T,,,,kaggle:imohtn/video-games-rating-by-esrb
390,Children of Zodiarcs,T,,,,kaggle:imohtn/video-games-rating-by-esrb
391,Illusion of L'Phalcia,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
392,Legend of the Tetrarchs,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
393,The Escapists,T,,,,kaggle:imohtn/video-games-rating-by-esrb
394,Worms Battlegrounds,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
395,DCL - The Game,E,,,,kaggle:imohtn/video-games-rating-by-esrb
396,Shovel Knight: Treasure Trove,E,,,,kaggle:imohtn/video-games-rating-by-esrb
397,AO Tennis 2,E,,,,kaggle:imohtn/video-games-rating-by-esrb
398,Costume Quest 2,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
399,Cities: Skylines Parklife Edition,E,,,,kaggle:imohtn/video-games-rating-by-esrb
400,Sniper Ghost Warrior Contracts,M,,,,kaggle:imohtn/video-games-rating-by-esrb
401,Slayaway Camp: Butcher´s cut,M,,,,kaggle:imohtn/video-games-rating-by-esrb
402,DRAGON BALL Z: KAKAROT,T,,,,kaggle:imohtn/video-games-rating-by-esrb
403,Astroneer,E,,,,kaggle:imohtn/video-games-rating-by-esrb
404,Jumanji The Video Game,T,,,,kaggle:imohtn/video-games-rating-by-esrb
405,Les Sims™ 4 Á la fac,T,,,,kaggle:imohtn/video-games-rating-by-esrb
406,Los Sims™ 4 Dias de Universidad,T,,,,kaggle:imohtn/video-games-rating-by-esrb
407,Star Wars Jedi: Fallen Order,T,,,,kaggle:imohtn/video-games-rating-by-esrb
408,The Sims™ 4 Discover University,T,,,,kaggle:imohtn/video-games-rating-by-esrb
409,Garfield Kart: Furious Racing,E,,,,kaggle:imohtn/video-games-rating-by-esrb
410,Ghost Parade,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
411,Offroad Racing - Buggy X ATV X Moto,E,,,,kaggle:imohtn/video-games-rating-by-esrb
412,The Unicorn Princess,E,,,,kaggle:imohtn/video-games-rating-by-esrb
413,Ancestors Legacy,M,,,,kaggle:imohtn/video-games-rating-by-esrb
414,Away: Journey to the Unexpected,T,,,,kaggle:imohtn/video-games-rating-by-esrb
415,MechaNika,M,,,,kaggle:imohtn/video-games-rating-by-esrb
416,Valfaris,M,,,,kaggle:imohtn/video-games-rating-by-esrb
417,fault - milestone one,T,,,,kaggle:imohtn/video-games-rating-by-esrb
418,Alvastia Chronicles,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
419,Stranger Things 3: The Game,T,,,,kaggle:imohtn/video-games-rating-by-esrb
420,Chronos: Before the Ashes,T,,,,kaggle:imohtn/video-games-rating-by-esrb
421,Mighty Switch Force! Collection,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
422,Conception PLUS: Maidens of the Twelve Stars,M,,,,kaggle:imohtn/video-games-rating-by-esrb
423,Deliver Us The Moon,T,,,,kaggle:imohtn/video-games-rating-by-esrb
424,Golem,T,,,,kaggle:imohtn/video-games-rating-by-esrb
425,Monkey King Hero is Back,T,,,,kaggle:imohtn/video-games-rating-by-esrb
426,The Lord of the Rings Living Card Game,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
427,Skulls of the Shogun : Bone-a-Fide Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
428,Blasphemous,M,,,,kaggle:imohtn/video-games-rating-by-esrb
429,GALAK-Z,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
430,Dusk Diver,T,,,,kaggle:imohtn/video-games-rating-by-esrb
431,Race with Ryan,E,,,,kaggle:imohtn/video-games-rating-by-esrb
432,Siralim 3,T,,,,kaggle:imohtn/video-games-rating-by-esrb
433,"Soccer, Tactics & Glory",E,,,,kaggle:imohtn/video-games-rating-by-esrb
434,Two Point Hospital,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
435,Yakuza 4,M,,,,kaggle:imohtn/video-games-rating-by-esrb
436,Heroland,T,,,,kaggle:imohtn/video-games-rating-by-esrb
437,Heroland - 'Knowble Edition',T,,,,kaggle:imohtn/video-games-rating-by-esrb
438,NARCOS: Rise of the Cartels,M,,,,kaggle:imohtn/video-games-rating-by-esrb
439,Umihara Kawase Fresh!,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
440,BoxVR,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
441,Raging Loop,M,,,,kaggle:imohtn/video-games-rating-by-esrb
442,The Outer Worlds,M,,,,kaggle:imohtn/video-games-rating-by-esrb
443,Hellmut - The Badass From Hell TM,T,,,,kaggle:imohtn/video-games-rating-by-esrb
444,World of Warships Legends: Firepower Deluxe Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
445,Beholder 2,M,,,,kaggle:imohtn/video-games-rating-by-esrb
446,Minotaur Arcade Vol. 1,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
447,Baldur's Gate: Enhanced Edition / Baldur's Gate II: Enhanced Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
448,Destiny Connect: Tick-Tock Travelers,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
449,Apex Legends - Bloodhound Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
450,Apex Legends - Lifeline Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
451,Ice Age: Scrat's Nutty Adventure,E,,,,kaggle:imohtn/video-games-rating-by-esrb
452,Marenian Tavern Story: Patty and the Hungry God,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
453,Bee Simulator,E,,,,kaggle:imohtn/video-games-rating-by-esrb
454,Spirit Hunter: NG,M,,,,kaggle:imohtn/video-games-rating-by-esrb
455,Jupiter & Mars,E,,,,kaggle:imohtn/video-games-rating-by-esrb
456,Dead by Daylight: Nightmare Edition,M,,,,kaggle:imohtn/video-games-rating-by-esrb
457,DOOM Eternal,M,,,,kaggle:imohtn/video-games-rating-by-esrb
458,Overpass,E,,,,kaggle:imohtn/video-games-rating-by-esrb
459,Death Stranding,M,,,,kaggle:imohtn/video-games-rating-by-esrb
460,The Alliance Alive HD Remastered,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
461,Trine 4: The Nightmare Prince,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
462,Trine Series 1-3,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
463,Zombieland Double Tap: Road Trip,M,,,,kaggle:imohtn/video-games-rating-by-esrb
464,Sid Meier's Civilization VI,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
465,Lifeless Planet: Premier Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
466,Terminator: Resistance,M,,,,kaggle:imohtn/video-games-rating-by-esrb
467,TOKYO GHOUL:re CALL to EXIST,M,,,,kaggle:imohtn/video-games-rating-by-esrb
468,The Fisherman - Fishing Planet,E,,,,kaggle:imohtn/video-games-rating-by-esrb
469,Battle Princess Madelyn,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
470,DayZ,M,,,,kaggle:imohtn/video-games-rating-by-esrb
471,Paranoia: Happiness is Mandatory,T,,,,kaggle:imohtn/video-games-rating-by-esrb
472,Pillars of Eternity II Deadfire Ultimate Edition,M,,,,kaggle:imohtn/video-games-rating-by-esrb
473,Street Outlaws: The List,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
474,The Sojourn,E,,,,kaggle:imohtn/video-games-rating-by-esrb
475,Wandersong,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
476,Wattam,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
477,Greedfall,M,,,,kaggle:imohtn/video-games-rating-by-esrb
478,Torchlight II,T,,,,kaggle:imohtn/video-games-rating-by-esrb
479,MARS ODYSSEY,E,,,,kaggle:imohtn/video-games-rating-by-esrb
480,Super Street: The Game,T,,,,kaggle:imohtn/video-games-rating-by-esrb
481,Asdivine Hearts II,T,,,,kaggle:imohtn/video-games-rating-by-esrb
482,FIFA 20,E,,,,kaggle:imohtn/video-games-rating-by-esrb
483,Blacksad: Under the Skin,M,,,,kaggle:imohtn/video-games-rating-by-esrb
484,Farmer's Dynasty,E,,,,kaggle:imohtn/video-games-rating-by-esrb
485,Gunvolt Chronicles: Luminous Avenger iX,T,,,,kaggle:imohtn/video-games-rating-by-esrb
486,Los Sims™ 4 Vida Isleña,T,,,,kaggle:imohtn/video-games-rating-by-esrb
487,Los Sims™ 4,T,,,,kaggle:imohtn/video-games-rating-by-esrb
488,Northgard,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
489,Shadowgate,T,,,,kaggle:imohtn/video-games-rating-by-esrb
490,Call of Duty®: Modern Warfare®,M,,,,kaggle:imohtn/video-games-rating-by-esrb
491,Concrete Genie,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
492,GRID,E,,,,kaggle:imohtn/video-games-rating-by-esrb
493,NHL 20,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
494,Neverwinter Nights Enhanced Edition,M,,,,kaggle:imohtn/video-games-rating-by-esrb
495,INSIDE,M,,,,kaggle:imohtn/video-games-rating-by-esrb
496,Rugby 20,E,,,,kaggle:imohtn/video-games-rating-by-esrb
497,Disney Classic Games: Aladdin and The Lion King,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
498,CarX Drift Racing Online,E,,,,kaggle:imohtn/video-games-rating-by-esrb
499,My Friend Pedro ,M,,,,kaggle:imohtn/video-games-rating-by-esrb
500,Sayonara Wild Hearts,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
501,The Sims™ 4 Realm of Magic,T,,,,kaggle:imohtn/video-games-rating-by-esrb
502,Utawarerumono: ZAN,T,,,,kaggle:imohtn/video-games-rating-by-esrb
503,Marvel's Spider-Man,T,,,,kaggle:imohtn/video-games-rating-by-esrb
504,NBA 2K20,E,,,,kaggle:imohtn/video-games-rating-by-esrb
505,Aggelos,E,,,,kaggle:imohtn/video-games-rating-by-esrb
506,TOKYO CHRONOS,M,,,,kaggle:imohtn/video-games-rating-by-esrb
507,WRC 8 FIA World Rally Championship,E,,,,kaggle:imohtn/video-games-rating-by-esrb
508,Stranded Sails - Explorers of the Cursed Islands,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
509,Plants vs. Zombies Battle for Neighborville,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
510,Plants vs. Zombies: La Batalla Por Neighborville,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
511,Amoeba Battle,E,,,,kaggle:imohtn/video-games-rating-by-esrb
512,Mega Man Zero/ZX Legacy Collection,T,,,,kaggle:imohtn/video-games-rating-by-esrb
513,VR Ping Pong Pro,E,,,,kaggle:imohtn/video-games-rating-by-esrb
514,Corpse Killer,M,,,,kaggle:imohtn/video-games-rating-by-esrb
515,Timespinner,T,,,,kaggle:imohtn/video-games-rating-by-esrb
516,Train Sim World 2020 Collector's Edition,E,,,,kaggle:imohtn/video-games-rating-by-esrb
517,Forager,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
518,Everspace: Stellar Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
519,Children of Morta,T,,,,kaggle:imohtn/video-games-rating-by-esrb
520,Let's Sing Country,T,,,,kaggle:imohtn/video-games-rating-by-esrb
521,Ni No Kuni: Wrath of the White Witch Remastered,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
522,Pool Nation,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
523,Red Faction,M,,,,kaggle:imohtn/video-games-rating-by-esrb
524,Risk of Rain,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
525,Risk of Rain 2,T,,,,kaggle:imohtn/video-games-rating-by-esrb
526,Slay the Spire ,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
527,Atelier Ryza: Ever Darkness & the Secret Hideout,T,,,,kaggle:imohtn/video-games-rating-by-esrb
528,Sparklite,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
529,Root Letter: Last Answer,M,,,,kaggle:imohtn/video-games-rating-by-esrb
530,AeternoBlade II,T,,,,kaggle:imohtn/video-games-rating-by-esrb
531,Hunt: Showdown,M,,,,kaggle:imohtn/video-games-rating-by-esrb
532,Knights and Bikes,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
533,Zombie Army 4: Dead War,M,,,,kaggle:imohtn/video-games-rating-by-esrb
534,Yakuza 3,M,,,,kaggle:imohtn/video-games-rating-by-esrb
535,Minecraft Dungeons,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
536,World of Warships: Legends,T,,,,kaggle:imohtn/video-games-rating-by-esrb
537,Harvest Moon: Mad Dash,E,,,,kaggle:imohtn/video-games-rating-by-esrb
538,Psychonauts,T,,,,kaggle:imohtn/video-games-rating-by-esrb
539,Whispering Willows,T,,,,kaggle:imohtn/video-games-rating-by-esrb
540,WWE 2K20,T,,,,kaggle:imohtn/video-games-rating-by-esrb
541,Just Dance 2020,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
542,GRIS,E,,,,kaggle:imohtn/video-games-rating-by-esrb
543,The Sims™ 4 Moschino Stuff Pack,T,,,,kaggle:imohtn/video-games-rating-by-esrb
544,The Angry Birds Movie 2 VR: Under Pressure,E,,,,kaggle:imohtn/video-games-rating-by-esrb
545,Lichtspeer: Double Speer Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
546,Madden NFL 20,E,,,,kaggle:imohtn/video-games-rating-by-esrb
547,ICEY,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
548,NASCAR Heat 4,E,,,,kaggle:imohtn/video-games-rating-by-esrb
549,No Man's Sky: Beyond,T,,,,kaggle:imohtn/video-games-rating-by-esrb
550,The Shapeshifting Detective,T,,,,kaggle:imohtn/video-games-rating-by-esrb
551,Destiny 2: Shadowkeep,T,,,,kaggle:imohtn/video-games-rating-by-esrb
552,Destiny 2: New Light,T,,,,kaggle:imohtn/video-games-rating-by-esrb
553,Disgaea 4 Complete+,T,,,,kaggle:imohtn/video-games-rating-by-esrb
554,Power Rangers: Battle for the Grid,T,,,,kaggle:imohtn/video-games-rating-by-esrb
555,Super Monkey Ball: Banana Blitz HD,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
556,Kentucky Route Zero: TV Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
557,The Legend of Heroes: Trails of Cold Steel III,T,,,,kaggle:imohtn/video-games-rating-by-esrb
558,Songbird Symphony,E,,,,kaggle:imohtn/video-games-rating-by-esrb
559,Grand Theft Auto V,M,,,,kaggle:imohtn/video-games-rating-by-esrb
560,Bus Simulator,E,,,,kaggle:imohtn/video-games-rating-by-esrb
561,Baldur's Gate Enhanced Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
562,Tom Clancy's Ghost Recon Breakpoint,M,,,,kaggle:imohtn/video-games-rating-by-esrb
563,Growtopia ,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
564,Borderlands 3,M,,,,kaggle:imohtn/video-games-rating-by-esrb
565,MediEvil,T,,,,kaggle:imohtn/video-games-rating-by-esrb
566,The Sims™ 4 Island Living,T,,,,kaggle:imohtn/video-games-rating-by-esrb
567,MXGP2019 - The Official Motocross Videogame,E,,,,kaggle:imohtn/video-games-rating-by-esrb
568,Planescape Torment / Icewind Dale Enhanced Editions,T,,,,kaggle:imohtn/video-games-rating-by-esrb
569,River City Girls,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
570,"Penn & Teller VR: Frankly Unfair, Unkind, Unnecessary, & Underhanded",T,,,,kaggle:imohtn/video-games-rating-by-esrb
571,Truck Racing Championship,E,,,,kaggle:imohtn/video-games-rating-by-esrb
572,Wolfenstein: Cyberpilot,M,,,,kaggle:imohtn/video-games-rating-by-esrb
573,Wolfenstein: Youngblood,M,,,,kaggle:imohtn/video-games-rating-by-esrb
574,Sea of Solitude,T,,,,kaggle:imohtn/video-games-rating-by-esrb
575,The Walking Dead: The Complete First Season,M,,,,kaggle:imohtn/video-games-rating-by-esrb
576,The Walking Dead: Season Two,M,,,,kaggle:imohtn/video-games-rating-by-esrb
577,Metal Wolf Chaos XD,T,,,,kaggle:imohtn/video-games-rating-by-esrb
578,Shenmue III,T,,,,kaggle:imohtn/video-games-rating-by-esrb
579,Damascus Gear: Operation Osaka ,T,,,,kaggle:imohtn/video-games-rating-by-esrb
580,Damascus Gear: Operation Tokyo,T,,,,kaggle:imohtn/video-games-rating-by-esrb
581,Gravity Ghost: Deluxe Edition,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
582,METAL SLUG 3,T,,,,kaggle:imohtn/video-games-rating-by-esrb
583,"Penn & Teller VR: F U, U, U, & U",T,,,,kaggle:imohtn/video-games-rating-by-esrb
584,Rocketbirds 2 Evolution,T,,,,kaggle:imohtn/video-games-rating-by-esrb
585,Rocketbirds: Hardboiled Chicken,T,,,,kaggle:imohtn/video-games-rating-by-esrb
586,Ghostbusters: The Video Game Remastered,T,,,,kaggle:imohtn/video-games-rating-by-esrb
587,Transistor,T,,,,kaggle:imohtn/video-games-rating-by-esrb
588,Indivisible,T,,,,kaggle:imohtn/video-games-rating-by-esrb
589,F1 2019,E,,,,kaggle:imohtn/video-games-rating-by-esrb
590,Farming Simulator 15,E,,,,kaggle:imohtn/video-games-rating-by-esrb
591,Another Sight,E,,,,kaggle:imohtn/video-games-rating-by-esrb
592,Red Matter,T,,,,kaggle:imohtn/video-games-rating-by-esrb
593,Car Mechanic Simulator,E,,,,kaggle:imohtn/video-games-rating-by-esrb
594,Monster Jam Steel Titans,E,,,,kaggle:imohtn/video-games-rating-by-esrb
595,Mutant Year Zero: Road to Eden,M,,,,kaggle:imohtn/video-games-rating-by-esrb
596,Tour de France Season 2019,E,,,,kaggle:imohtn/video-games-rating-by-esrb
597,Yooka-Laylee and the Impossible Lair,E,,,,kaggle:imohtn/video-games-rating-by-esrb
598,The Ninja Saviors: Return of the Warriors,T,,,,kaggle:imohtn/video-games-rating-by-esrb
599,The Dark Pictures Anthology: Man of Medan,M,,,,kaggle:imohtn/video-games-rating-by-esrb
600,The Bard's Tale IV: Director's Cut,T,,,,kaggle:imohtn/video-games-rating-by-esrb
601,The Surge 2,M,,,,kaggle:imohtn/video-games-rating-by-esrb
602,Defender's Quest: Valley of the Forgotten ,T,,,,kaggle:imohtn/video-games-rating-by-esrb
603,Roman Rumble in Las Vegum - Astérix & Obélix XXL 2,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
604,The Bridge,E,,,,kaggle:imohtn/video-games-rating-by-esrb
605,Contra Anniversary Collection,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
606,CONTRA ROGUE CORPS,M,,,,kaggle:imohtn/video-games-rating-by-esrb
607,eFootball PES 2020,E,,,,kaggle:imohtn/video-games-rating-by-esrb
608,Stikbold! A Dodgeball Adventure,E,,,,kaggle:imohtn/video-games-rating-by-esrb
609,Dragon Star Varnir,T,,,,kaggle:imohtn/video-games-rating-by-esrb
610,Reel Fishing: Road Trip Adventure,E,,,,kaggle:imohtn/video-games-rating-by-esrb
611,Trover Saves the Universe,M,,,,kaggle:imohtn/video-games-rating-by-esrb
612,Citadel: Forged with Fire,T,,,,kaggle:imohtn/video-games-rating-by-esrb
613,Nippon Marathon,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
614,Control,M,,,,kaggle:imohtn/video-games-rating-by-esrb
615,The Wizards,T,,,,kaggle:imohtn/video-games-rating-by-esrb
616,Warhammer: Chaosbane,M,,,,kaggle:imohtn/video-games-rating-by-esrb
617,Warhammer: Vermintide 2 - Deluxe Edition,M,,,,kaggle:imohtn/video-games-rating-by-esrb
618,Desert Child,M,,,,kaggle:imohtn/video-games-rating-by-esrb
619,Constructor Plus,T,,,,kaggle:imohtn/video-games-rating-by-esrb
620,Kill la Kill - IF,M,,,,kaggle:imohtn/video-games-rating-by-esrb
621,Crystal Crisis,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
622,Guacamelee! One-Two Punch Collection,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
623,Sairento VR,M,,,,kaggle:imohtn/video-games-rating-by-esrb
624,Journey Collector's Edition,E,,,,kaggle:imohtn/video-games-rating-by-esrb
625,DEAD OR ALIVE 6: Core Fighters,M,,,,kaggle:imohtn/video-games-rating-by-esrb
626,YU-NO: A girl who chants love at the bound of this world.,M,,,,kaggle:imohtn/video-games-rating-by-esrb
627,Observation,M,,,,kaggle:imohtn/video-games-rating-by-esrb
628,CRYSTAR,T,,,,kaggle:imohtn/video-games-rating-by-esrb
629,DATE A LIVE: RIO-REINCARNATION,M,,,,kaggle:imohtn/video-games-rating-by-esrb
630,Arcade Archives ARGUS,E,,,,kaggle:imohtn/video-games-rating-by-esrb
631,The Sinking City,M,,,,kaggle:imohtn/video-games-rating-by-esrb
632,MotoGP19,E,,,,kaggle:imohtn/video-games-rating-by-esrb
633,Armored Warfare,T,,,,kaggle:imohtn/video-games-rating-by-esrb
634,The Sims™ 4 StrangerVille,T,,,,kaggle:imohtn/video-games-rating-by-esrb
635,The Elder Scrolls Online: Elsweyr,M,,,,kaggle:imohtn/video-games-rating-by-esrb
636,Streets of Red : Devil's Dare Deluxe,T,,,,kaggle:imohtn/video-games-rating-by-esrb
637,The Bard's Tale IV: Barrows Deep,T,,,,kaggle:imohtn/video-games-rating-by-esrb
638,Age of Wonders: Planetfall,T,,,,kaggle:imohtn/video-games-rating-by-esrb
639,For The King,T,,,,kaggle:imohtn/video-games-rating-by-esrb
640,Everybody's Golf VR,E,,,,kaggle:imohtn/video-games-rating-by-esrb
641,Sniper Elite V2 Remastered,M,,,,kaggle:imohtn/video-games-rating-by-esrb
642,Revenge of the Bird King,E,,,,kaggle:imohtn/video-games-rating-by-esrb
